id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16880/30_1156_CCS,+,1,1,1,30,1156,1181,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16882/1690_59_CCS,-,1,1,1,31,1662,1692,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16887/1733_57_CCS,-,1,1,1,31,1707,1735,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16888/31_790_CCS,+,1,1,1,31,790,893,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16895/1746_54_CCS,-,1,1,1,30,1722,1747,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16926/862_57_CCS,-,1,1,1,29,834,862,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16943/1105_57_CCS,-,1,1,1,31,1079,1107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16944/1056_57_CCS,-,1,1,1,27,1026,1055,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16950/30_728_CCS,+,1,1,1,30,728,759,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16975/31_2100_CCS,+,1,1,1,31,2100,2128,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16986/32_1539_CCS,+,1,1,1,32,1539,1564,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16987/559_55_CCS,-,1,1,1,31,535,561,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16991/31_696_CCS,+,1,1,1,31,696,726,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/16999/31_1570_CCS,+,1,1,1,31,1570,1600,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17003/1412_54_CCS,-,1,1,1,30,1388,1413,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17012/30_815_CCS,+,1,1,1,30,815,843,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17014/1573_57_CCS,-,1,1,1,32,1548,1576,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17022/31_1425_CCS,+,1,1,1,31,1425,1453,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17030/31_807_CCS,+,1,1,1,31,807,831,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17047/2361_62_CCS,-,1,1,1,43,2342,2370,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17053/804_97_CCS,-,1,1,1,31,738,806,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17058/30_1287_CCS,+,1,1,1,30,1287,1317,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17075/1746_60_CCS,-,1,1,1,30,1716,1746,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17077/30_501_CCS,+,1,1,1,30,501,527,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17079/32_1648_CCS,+,1,1,1,32,1648,1686,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17081/31_2028_CCS,+,1,1,1,31,2028,2054,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17107/662_64_CCS,-,1,1,1,47,645,677,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17112/1047_57_CCS,-,1,1,1,31,1021,1048,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17118/31_1850_CCS,+,1,1,1,31,1850,1868,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17120/2575_59_CCS,-,1,1,1,27,2543,2573,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17121/1604_54_CCS,-,1,1,1,31,1581,1606,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17129/31_1117_CCS,+,1,1,1,31,1117,1145,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17143/2139_61_CCS,-,1,1,1,31,2109,2141,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17144/1020_57_CCS,-,1,1,1,31,994,1022,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17150/3375_60_CCS,-,1,1,1,32,3347,3375,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17152/895_57_CCS,-,1,1,1,31,869,897,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17174/30_1599_CCS,+,1,1,1,30,1599,1633,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17190/561_58_CCS,-,1,1,1,31,534,564,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17191/1510_51_CCS,-,1,1,1,30,1489,1511,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17210/1010_55_CCS,-,1,1,1,30,985,1011,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17223/31_846_CCS,+,1,1,1,31,846,874,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17227/31_2675_CCS,+,1,1,1,31,2675,2704,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17236/1843_56_CCS,-,1,1,1,31,1818,1845,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17238/31_1031_CCS,+,1,1,1,31,1031,1063,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17250/608_108_CCS,-,1,1,1,31,531,610,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17264/31_864_CCS,+,1,1,1,31,864,890,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17270/27_1139_CCS,+,1,1,1,27,1139,1220,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17271/2358_56_CCS,-,1,1,1,31,2333,2360,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17277/1096_55_CCS,-,1,1,1,31,1072,1098,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17288/617_56_CCS,-,1,1,1,31,592,619,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17291/1328_70_CCS,-,1,1,1,31,1289,1317,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17299/1534_55_CCS,-,1,1,1,31,1510,1536,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17310/977_59_CCS,-,1,1,1,31,949,979,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17311/31_1678_CCS,+,1,1,1,31,1678,1708,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17312/935_52_CCS,-,1,1,1,31,914,937,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17314/4047_57_CCS,-,1,1,1,31,4021,4049,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17319/952_56_CCS,-,1,1,1,30,926,953,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17326/33_1918_CCS,+,1,1,1,33,1918,1947,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17327/673_55_CCS,-,1,1,1,30,648,674,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17362/31_668_CCS,+,1,1,1,31,668,695,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17368/600_56_CCS,-,1,1,1,31,575,602,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17370/1585_57_CCS,-,1,1,1,30,1558,1586,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17371/1690_60_CCS,-,1,1,1,31,1661,1692,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17373/761_64_CCS,-,1,1,1,32,729,761,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17376/30_1782_CCS,+,1,1,1,30,1782,1860,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17379/31_2490_CCS,+,1,1,1,31,2490,2555,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17383/997_55_CCS,-,1,1,1,31,973,999,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17384/2484_70_CCS,-,1,1,1,32,2446,2475,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17392/708_98_CCS,-,1,1,1,31,641,710,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17393/1175_59_CCS,-,1,1,1,31,1147,1177,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17403/31_799_CCS,+,1,1,1,31,799,824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17426/36_2028_CCS,+,1,1,1,36,2028,2059,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17428/1325_61_CCS,-,1,1,1,31,1295,1327,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17431/549_60_CCS,-,1,1,1,31,520,551,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17453/31_2441_CCS,+,1,1,1,31,2441,2553,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17464/31_1213_CCS,+,1,1,1,31,1213,1239,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17473/1335_63_CCS,-,1,1,1,31,1303,1336,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17476/28_826_CCS,+,1,1,1,28,826,853,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17480/553_60_CCS,-,1,1,1,30,523,553,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17494/2547_57_CCS,-,1,1,1,32,2522,2549,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17512/31_601_CCS,+,1,1,1,31,601,630,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17513/1099_59_CCS,-,1,1,1,31,1071,1101,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17528/31_625_CCS,+,1,1,1,31,625,651,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17531/868_102_CCS,-,1,1,1,31,797,870,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17540/31_1773_CCS,+,1,1,1,31,1773,1802,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17541/648_61_CCS,-,1,1,1,30,617,648,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17542/31_748_CCS,+,1,1,1,31,748,777,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17554/31_750_CCS,+,1,1,1,31,750,776,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17555/33_1048_CCS,+,1,1,1,33,1048,1115,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17558/31_821_CCS,+,1,1,1,31,821,848,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17569/1147_65_CCS,-,1,1,1,31,1113,1149,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17583/1544_62_CCS,-,1,1,1,29,1511,1541,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17599/30_313_CCS,+,1,1,1,30,313,342,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17604/31_1680_CCS,+,1,1,1,31,1680,1713,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17614/30_812_CCS,+,1,1,1,30,812,841,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17615/2220_55_CCS,-,1,1,1,30,2195,2221,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17616/34_3232_CCS,+,1,1,1,34,3232,3255,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17617/2119_56_CCS,-,1,1,1,31,2094,2121,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17635/1051_94_CCS,-,1,1,1,33,990,1055,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17636/38_1347_CCS,+,1,1,1,38,1347,1375,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17637/29_1021_CCS,+,1,1,1,29,1021,1047,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17638/28_2052_CCS,+,1,1,1,28,2052,2080,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17642/35_3259_CCS,+,1,1,1,35,3259,3297,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17653/31_3033_CCS,+,1,1,1,31,3033,3062,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17659/590_57_CCS,-,1,1,1,35,568,596,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17672/30_555_CCS,+,1,1,1,30,555,583,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17681/1041_57_CCS,-,1,1,1,31,1015,1043,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17686/31_2019_CCS,+,1,1,1,31,2019,2046,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17698/31_1679_CCS,+,1,1,1,31,1679,1705,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17702/30_1592_CCS,+,1,1,1,30,1592,1618,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17706/930_57_CCS,-,1,1,1,31,904,932,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17718/31_1556_CCS,+,1,1,1,31,1556,1581,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17719/31_2176_CCS,+,1,1,1,31,2176,2211,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17737/31_748_CCS,+,1,1,1,31,748,777,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17742/31_2253_CCS,+,1,1,1,31,2253,2281,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17756/2127_56_CCS,-,1,1,1,31,2102,2129,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17773/3246_56_CCS,-,1,1,1,36,3226,3253,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17779/1489_59_CCS,-,1,1,1,31,1461,1491,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17783/31_468_CCS,+,1,1,1,31,468,495,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17793/3494_59_CCS,-,1,1,1,25,3460,3490,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17794/31_1867_CCS,+,1,1,1,31,1867,1901,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17798/31_790_CCS,+,1,1,1,31,790,852,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17799/885_57_CCS,-,1,1,1,32,860,888,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17809/1840_56_CCS,-,1,1,1,31,1815,1842,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17821/31_527_CCS,+,1,1,1,31,527,555,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17824/1444_95_CCS,-,1,1,1,31,1380,1446,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17831/753_132_CCS,-,1,1,1,31,652,755,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17835/31_1678_CCS,+,1,1,1,31,1678,1744,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17837/951_68_CCS,-,1,1,1,31,914,953,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17858/30_1106_CCS,+,1,1,1,30,1106,1136,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17875/2034_67_CCS,-,1,1,1,31,1998,2036,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17884/1660_56_CCS,-,1,1,1,31,1635,1662,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17899/31_2033_CCS,+,1,1,1,31,2033,2061,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17915/31_2085_CCS,+,1,1,1,31,2085,2116,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17930/1846_103_CCS,-,1,1,1,31,1774,1848,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17932/31_1070_CCS,+,1,1,1,31,1070,1097,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17942/3711_59_CCS,-,1,1,1,28,3680,3710,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17953/31_1734_CCS,+,1,1,1,31,1734,1763,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17959/31_2844_CCS,+,1,1,1,31,2844,2871,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17961/570_59_CCS,-,1,1,1,30,541,571,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17972/31_1061_CCS,+,1,1,1,31,1061,1094,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17980/31_948_CCS,+,1,1,1,31,948,975,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17983/31_969_CCS,+,1,1,1,31,969,999,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/17996/1343_54_CCS,-,1,1,1,32,1321,1346,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18000/31_1330_CCS,+,1,1,1,31,1330,1354,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18008/1721_59_CCS,-,1,1,1,32,1694,1724,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18022/31_857_CCS,+,1,1,1,31,857,883,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18024/31_4960_CCS,+,1,1,1,31,4960,4993,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18037/1147_58_CCS,-,1,1,1,31,1120,1149,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18039/861_117_CCS,-,1,1,1,31,775,863,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18040/31_3271_CCS,+,1,1,1,31,3271,3296,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18051/592_57_CCS,-,1,1,1,32,567,595,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18061/1040_57_CCS,-,1,1,1,30,1013,1041,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18062/31_2800_CCS,+,1,1,1,31,2800,2826,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18071/31_1078_CCS,+,1,1,1,31,1078,1131,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18079/1115_64_CCS,-,1,1,1,31,1082,1116,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18088/31_2108_CCS,+,1,1,1,31,2108,2139,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18092/31_1391_CCS,+,1,1,1,31,1391,1418,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18097/1455_54_CCS,-,1,1,1,31,1432,1458,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18110/35_954_CCS,+,1,1,1,35,954,985,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18140/832_57_CCS,-,1,1,1,31,806,834,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18158/31_2293_CCS,+,1,1,1,31,2293,2390,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18160/31_2058_CCS,+,1,1,1,31,2058,2083,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18172/719_58_CCS,-,1,1,1,31,692,721,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18176/996_60_CCS,-,1,1,1,35,971,1000,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18180/1344_55_CCS,-,1,1,1,31,1320,1346,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18187/30_1284_CCS,+,1,1,1,30,1284,1314,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18190/1685_56_CCS,-,1,1,1,44,1673,1701,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18198/1009_75_CCS,-,1,1,1,30,964,993,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18199/31_916_CCS,+,1,1,1,31,916,944,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18205/807_56_CCS,-,1,1,1,31,782,809,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18211/2568_66_CCS,-,1,1,1,32,2534,2561,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18220/31_1669_CCS,+,1,1,1,31,1669,1695,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18233/1053_64_CCS,-,1,1,1,30,1019,1054,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18236/32_1438_CCS,+,1,1,1,32,1438,1468,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18241/31_2113_CCS,+,1,1,1,31,2113,2139,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18245/31_1070_CCS,+,1,1,1,31,1070,1094,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18248/29_691_CCS,+,1,1,1,29,691,710,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18254/770_54_CCS,-,1,1,1,32,748,773,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18259/42_3074_CCS,+,1,1,1,42,3074,3153,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18266/31_1050_CCS,+,1,1,1,31,1050,1077,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18273/806_56_CCS,-,1,1,1,30,780,807,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18287/2886_57_CCS,-,1,1,1,31,2860,2888,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18302/1613_54_CCS,-,1,1,1,31,1590,1615,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18307/31_948_CCS,+,1,1,1,31,948,974,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18317/32_2484_CCS,+,1,1,1,32,2484,2513,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18318/928_56_CCS,-,1,1,1,31,903,930,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18322/31_1951_CCS,+,1,1,1,31,1951,1979,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18326/32_2051_CCS,+,1,1,1,32,2051,2083,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18327/30_946_CCS,+,1,1,1,30,946,970,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18332/825_55_CCS,-,1,1,1,30,800,826,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18334/31_1101_CCS,+,1,1,1,31,1101,1130,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18354/948_67_CCS,-,1,1,1,31,912,949,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18357/579_53_CCS,-,1,1,1,34,560,585,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18362/31_884_CCS,+,1,1,1,31,884,919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18379/1038_58_CCS,-,1,1,1,32,1012,1041,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18391/674_101_CCS,-,1,1,1,30,603,675,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18400/32_1117_CCS,+,1,1,1,32,1117,1142,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18401/975_58_CCS,-,1,1,1,31,948,977,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18404/1097_56_CCS,-,1,1,1,31,1072,1099,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18406/30_2299_CCS,+,1,1,1,30,2299,2330,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18407/645_59_CCS,-,1,1,1,31,617,647,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18411/962_58_CCS,-,1,1,1,31,935,964,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18421/1315_57_CCS,-,1,1,1,31,1289,1317,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18429/894_57_CCS,-,1,1,1,30,867,895,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18430/31_486_CCS,+,1,1,1,31,486,527,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18434/1667_72_CCS,-,1,1,1,33,1628,1655,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18437/30_2486_CCS,+,1,1,1,30,2486,2515,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18439/516_55_CCS,-,1,1,1,32,493,519,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18441/1105_96_CCS,-,1,1,1,31,1040,1107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18451/31_1808_CCS,+,1,1,1,31,1808,1835,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18465/964_61_CCS,-,1,1,1,32,935,967,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18471/941_56_CCS,-,1,1,1,30,915,941,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18475/1108_61_CCS,-,1,1,1,31,1078,1110,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18490/30_451_CCS,+,1,1,1,30,451,475,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18495/2974_48_CCS,-,1,1,1,31,2957,2976,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18510/31_1119_CCS,+,1,1,1,31,1119,1145,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18517/32_1308_CCS,+,1,1,1,32,1308,1331,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18521/2113_61_CCS,-,1,1,1,32,2084,2109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18527/30_906_CCS,+,1,1,1,30,906,930,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18534/31_1130_CCS,+,1,1,1,31,1130,1158,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18536/1028_69_CCS,-,1,1,1,36,995,1022,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18545/31_1097_CCS,+,1,1,1,31,1097,1152,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18551/1095_54_CCS,-,1,1,1,31,1072,1097,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18553/2571_51_CCS,-,1,1,1,31,2551,2573,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18557/31_1079_CCS,+,1,1,1,31,1079,1105,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18559/1080_58_CCS,-,1,1,1,31,1053,1082,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18578/30_738_CCS,+,1,1,1,30,738,772,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18582/28_443_CCS,+,1,1,1,28,443,656,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18613/30_800_CCS,+,1,1,1,30,800,828,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18615/31_799_CCS,+,1,1,1,31,799,824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18619/33_1382_CCS,+,1,1,1,33,1382,1410,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18641/4520_54_CCS,-,1,1,1,31,4497,4522,1,0
